AXP,DuPont,3M,Walmart,Alcoa,Exxon,McDonald,WaltDisney,Boeing,Ford,Merck,CAT,GE,PG,Chevron,IBM,Pfizer,CocaCola,J&J,UTX
1.9388,1.8197,2.1428,1.89,1.1323,2.0034,1.9977,1.9097,2.1129,1.1948,1.7617,2.0132,1.4205,1.9055,2.0893,2.2736,1.4651,1.6038,1.9941,2.0605
1.9367,1.8162,2.1413,1.8928,1.1268,1.9996,1.999,1.9048,2.1062,1.2011,1.7587,2.0152,1.4224,1.9066,2.0914,2.274,1.4764,1.6058,1.991,2.0594
1.9361,1.8156,2.1434,1.8959,1.1258,1.997,1.9969,1.9007,2.1012,1.197,1.769,2.0154,1.4203,1.9089,2.0929,2.2787,1.482,1.604,1.9963,2.0605
1.9392,1.8193,2.138,1.896,1.1193,2.0013,1.9987,1.8995,2.1031,1.1928,1.7612,2.0168,1.4206,1.9099,2.0921,2.2852,1.4839,1.6041,1.9996,2.0661
1.941,1.8184,2.1332,1.8958,1.1222,1.9972,1.9993,1.8956,2.1009,1.1878,1.7624,2.0164,1.4176,1.9093,2.086,2.2822,1.4905,1.6018,1.9985,2.0633
1.9373,1.8157,2.1322,1.8963,1.1303,1.996,1.9941,1.8909,2.0964,1.2025,1.747,2.0121,1.4153,1.912,2.0871,2.2778,1.4943,1.6067,1.9998,2.0638
1.9372,1.815,2.1301,1.89,1.1319,1.9927,1.9959,1.8934,2.1019,1.2,1.7513,2.0139,1.4146,1.9039,2.0885,2.2699,1.4764,1.6065,1.9931,2.062
1.9391,1.8179,2.1304,1.8883,1.1281,1.991,1.9921,1.9009,2.1059,1.1965,1.7535,2.0163,1.4173,1.9025,2.086,2.2712,1.4758,1.6031,1.9939,2.0685
1.9377,1.8193,2.1346,1.8868,1.1274,1.9931,1.989,1.9005,2.1085,1.1931,1.7533,2.0084,1.4175,1.8983,2.0869,2.2746,1.4789,1.6035,1.995,2.0709
1.9374,1.8194,2.1374,1.8841,1.1297,1.9925,1.9898,1.9001,2.0981,1.1937,1.7553,2.0097,1.417,1.8996,2.0849,2.2756,1.48,1.6033,1.9948,2.0693
1.9354,1.8174,2.1366,1.8843,1.1252,1.9949,1.9914,1.8982,2.099,1.1956,1.7514,2.0053,1.4098,1.9012,2.0784,2.2759,1.478,1.6037,1.9941,2.066
1.9331,1.817,2.1338,1.8847,1.1129,1.9927,1.9939,1.903,2.0994,1.1895,1.7454,2.0061,1.4047,1.9023,2.0729,2.2707,1.4694,1.6034,1.9895,2.067
1.939,1.8218,2.1308,1.8822,1.1065,1.9906,1.9964,1.8974,2.0929,1.1855,1.7437,2.0065,1.4029,1.9017,2.0671,2.2851,1.467,1.6021,1.9886,2.0652
1.9322,1.8165,2.1222,1.8803,1.0959,1.9852,1.9964,1.8902,2.0868,1.1836,1.7422,2.0021,1.3981,1.8974,2.0609,2.2865,1.464,1.5976,1.9906,2.0569
1.9295,1.8145,2.1191,1.8831,1.1014,1.9815,1.9933,1.89,2.0832,1.1836,1.7384,2.0033,1.4007,1.8972,2.0597,2.2881,1.4639,1.5816,1.9815,2.0535
1.9246,1.8112,2.1166,1.8781,1.1113,1.9764,1.9897,1.8865,2.079,1.1895,1.7412,1.9976,1.4069,1.897,2.0686,2.2824,1.4637,1.5805,1.9802,2.0496
1.9288,1.8137,2.1218,1.8804,1.0955,1.9767,1.9903,1.8894,2.0846,1.1965,1.7406,2.0011,1.4036,1.8987,2.0638,2.2835,1.4745,1.5834,1.9788,2.052
1.9455,1.8205,2.1278,1.8864,1.0934,1.9792,1.9856,1.9056,2.0958,1.1923,1.7502,2.0042,1.4052,1.9009,2.0621,2.2856,1.4832,1.5846,1.9894,2.0613
1.9345,1.8158,2.1246,1.8876,1.099,1.9797,1.9843,1.9007,2.0864,1.1973,1.7342,2.0017,1.4081,1.9001,2.0674,2.2782,1.4781,1.5835,1.9856,2.0566
1.9351,1.8156,2.1232,1.8827,1.1028,1.9767,1.9796,1.8983,2.0914,1.2041,1.7354,1.9962,1.4116,1.8955,2.0683,2.2809,1.4827,1.5804,1.9848,2.0582
1.9477,1.8193,2.1278,1.8827,1.1062,1.9793,1.9834,1.9054,2.0975,1.206,1.7427,2.0007,1.4084,1.8916,2.0694,2.2747,1.496,1.5759,1.9871,2.0655
1.9565,1.8237,2.1288,1.8835,1.1126,1.9818,1.9825,1.9122,2.1023,1.2025,1.7434,2.0023,1.4055,1.8934,2.0682,2.2768,1.4991,1.5741,1.9864,2.0714
1.9537,1.8244,2.1283,1.882,1.1069,1.9819,1.9822,1.9121,2.1007,1.1827,1.7453,2.0027,1.4059,1.8935,2.0679,2.2788,1.4976,1.5771,1.9863,2.0717
1.9563,1.8221,2.13,1.8797,1.0938,1.981,1.9836,1.9115,2.1003,1.1787,1.7446,1.9906,1.4057,1.8947,2.0664,2.2809,1.493,1.5781,1.985,2.0646
1.9508,1.8178,2.1272,1.8777,1.0976,1.9807,1.9841,1.9035,2.091,1.1729,1.7477,1.9887,1.4045,1.8961,2.0633,2.2764,1.4954,1.5808,1.9863,2.0606
1.9529,1.8147,2.1225,1.8754,1.0715,1.9808,1.9806,1.8976,2.0875,1.1729,1.7416,1.9888,1.4014,1.8915,2.0634,2.2717,1.4921,1.5841,1.9828,2.053
1.9506,1.8144,2.1181,1.8761,1.0774,1.9743,1.9758,1.8948,2.0831,1.1752,1.7397,1.9846,1.4028,1.891,2.0612,2.2703,1.4951,1.5826,1.9821,2.0491
1.949,1.814,2.1189,1.8766,1.077,1.9673,1.9743,1.8955,2.0842,1.177,1.7419,1.9818,1.3978,1.8901,2.0565,2.2766,1.4962,1.5802,1.981,2.0521
1.9547,1.8187,2.1221,1.8802,1.077,1.9682,1.9746,1.9006,2.0859,1.1793,1.7354,1.9852,1.3976,1.8918,2.0557,2.2821,1.4912,1.5804,1.9825,2.0545
1.9555,1.8138,2.1167,1.8796,1.0734,1.967,1.9758,1.9003,2.0838,1.1813,1.7242,1.9775,1.3953,1.889,2.0553,2.2667,1.4867,1.578,1.9727,2.0489
1.9579,1.817,2.119,1.8759,1.0708,1.9655,1.9727,1.905,2.0808,1.1796,1.7313,1.9799,1.3955,1.8812,2.0541,2.263,1.4962,1.5784,1.976,2.0521
1.9588,1.8144,2.1167,1.8717,1.0766,1.9667,1.9778,1.9075,2.0849,1.1798,1.7385,1.9746,1.4019,1.8837,2.058,2.2659,1.4925,1.5785,1.9677,2.049
1.9541,1.8111,2.1128,1.8659,1.073,1.9628,1.9755,1.9059,2.0797,1.1738,1.7417,1.9739,1.3981,1.8862,2.0536,2.2584,1.4898,1.575,1.9653,2.05
1.9583,1.8159,2.1178,1.8682,1.0708,1.9673,1.981,1.9138,2.086,1.1682,1.7445,1.9755,1.3927,1.8916,2.0499,2.2634,1.4928,1.578,1.9669,2.0525
1.9567,1.8131,2.1162,1.8676,1.0715,1.9655,1.9822,1.9106,2.0908,1.1708,1.7437,1.9722,1.3965,1.892,2.0512,2.261,1.4859,1.5765,1.9668,2.0515
1.9515,1.8092,2.1081,1.8653,1.0828,1.9616,1.9821,1.9035,2.0827,1.1772,1.7394,1.9709,1.4038,1.8873,2.0558,2.2525,1.4832,1.5753,1.9617,2.0445
1.954,1.8088,2.1114,1.8691,1.0835,1.9624,1.9812,1.9027,2.0784,1.1744,1.7401,1.9719,1.406,1.8885,2.0515,2.2565,1.4816,1.573,1.9626,2.0457
1.9644,1.8134,2.1172,1.8726,1.0745,1.965,1.9871,1.9105,2.0874,1.1804,1.7446,1.9774,1.4084,1.8887,2.0565,2.262,1.4935,1.5788,1.9653,2.0568
1.9658,1.8107,2.117,1.8691,1.0824,1.9641,1.9874,1.9088,2.0917,1.1833,1.7437,1.9774,1.4099,1.8871,2.0536,2.2632,1.4994,1.579,1.9648,2.0561
1.9682,1.8194,2.1204,1.8662,1.0788,1.9709,1.9714,1.9137,2.0958,1.1847,1.7485,1.9771,1.4115,1.8848,2.0528,2.2624,1.499,1.5773,1.9646,2.064
1.9689,1.8188,2.1222,1.8671,1.0803,1.9686,1.9728,1.9149,2.1015,1.1836,1.7497,1.9784,1.4065,1.884,2.0512,2.2654,1.4995,1.5762,1.964,2.066
1.9673,1.8204,2.1221,1.8661,1.0693,1.9629,1.9731,1.9209,2.1025,1.1764,1.748,1.9809,1.4019,1.8822,2.0545,2.2653,1.5,1.5753,1.962,2.064
1.9609,1.8188,2.1214,1.8656,1.0626,1.9631,1.9706,1.9174,2.1023,1.1714,1.7452,1.9753,1.3929,1.8809,2.0527,2.2641,1.5038,1.5739,1.9606,2.0627
1.9631,1.8189,2.1176,1.8675,1.0671,1.9755,1.9704,1.9123,2.1071,1.177,1.7466,1.9783,1.3988,1.8843,2.0546,2.2625,1.503,1.5735,1.9641,2.0634
1.9505,1.8099,2.116,1.8616,1.0777,1.9709,1.9674,1.9001,2.1004,1.177,1.7416,1.9751,1.3993,1.879,2.0559,2.2574,1.4935,1.5714,1.9558,2.0603
1.9568,1.8147,2.1242,1.865,1.0785,1.9744,1.9712,1.9075,2.1027,1.1732,1.746,1.978,1.3959,1.8855,2.0553,2.2595,1.4953,1.5722,1.9584,2.0613
1.9521,1.8106,2.123,1.8642,1.0626,1.9725,1.9709,1.9057,2.1015,1.17,1.7435,1.9769,1.3953,1.8829,2.0532,2.2598,1.4968,1.5708,1.9548,2.0598
1.9493,1.8074,2.1182,1.8655,1.0682,1.9722,1.9709,1.9035,2.0949,1.1708,1.7405,1.9791,1.3957,1.8811,2.0501,2.2569,1.4936,1.5684,1.9536,2.0579
1.9502,1.8035,2.1184,1.8571,1.0667,1.9746,1.9741,1.9042,2.0955,1.1703,1.7377,1.9755,1.3897,1.8825,2.0445,2.255,1.4922,1.5673,1.9536,2.0571
1.9503,1.8012,2.116,1.8571,1.0686,1.9752,1.9736,1.907,2.105,1.1735,1.7398,1.9796,1.3929,1.8811,2.0518,2.2555,1.4936,1.5642,1.9536,2.0593
1.9446,1.8031,2.1139,1.8557,1.0678,1.9688,1.9734,1.9038,2.1006,1.1729,1.7386,1.9804,1.3938,1.8817,2.048,2.2539,1.4863,1.5605,1.9556,2.0551
1.9459,1.8064,2.1139,1.8581,1.0542,1.9703,1.9703,1.8987,2.1049,1.177,1.737,1.9778,1.3981,1.8814,2.0446,2.2574,1.4876,1.5618,1.9565,2.0539
1.945,1.7991,2.1106,1.8659,1.0531,1.9638,1.9693,1.8969,2.101,1.1726,1.7309,1.9746,1.3997,1.8826,2.0475,2.2543,1.4866,1.5595,1.953,2.0501
1.9459,1.8021,2.1147,1.8686,1.0542,1.9644,1.9715,1.9008,2.1085,1.1682,1.736,1.9762,1.3945,1.8817,2.0438,2.2549,1.4921,1.5638,1.9555,2.0489
1.9458,1.8006,2.1157,1.8713,1.0492,1.9645,1.9704,1.8989,2.1069,1.1658,1.734,1.9762,1.3938,1.8896,2.042,2.256,1.4929,1.5805,1.9583,2.0494
1.9453,1.7971,2.1092,1.8688,1.0515,1.952,1.9689,1.8915,2.1047,1.1647,1.7313,1.9742,1.3943,1.8808,2.0441,2.2516,1.4897,1.5773,1.9574,2.0472
1.9459,1.7939,2.1102,1.8665,1.041,1.9504,1.9663,1.8916,2.1001,1.1611,1.7305,1.9745,1.3877,1.879,2.0368,2.2478,1.4884,1.5758,1.9567,2.0452
1.9437,1.7962,2.1091,1.8656,1.0461,1.9492,1.9684,1.8909,2.1045,1.1649,1.7361,1.9689,1.3902,1.8865,2.0382,2.2465,1.4921,1.5771,1.9593,2.0437
1.9426,1.7905,2.1049,1.8595,1.041,1.9429,1.9662,1.8868,2.0943,1.1614,1.7297,1.9668,1.3861,1.882,2.0352,2.2403,1.4864,1.5765,1.9503,2.0384
1.9359,1.7905,2.107,1.8594,1.0406,1.948,1.971,1.8789,2.0938,1.1578,1.7288,1.9685,1.3786,1.878,2.0283,2.2405,1.483,1.5694,1.9454,2.035
1.9294,1.7871,2.1022,1.8539,1.055,1.9442,1.9666,1.8783,2.0787,1.162,1.7207,1.9637,1.3795,1.8757,2.0335,2.2342,1.4777,1.5703,1.9391,2.03
1.9192,1.7797,2.0969,1.8542,1.0465,1.9401,1.9603,1.8559,2.0742,1.1526,1.7188,1.955,1.3755,1.8731,2.0347,2.2307,1.4749,1.5655,1.9319,2.0238
1.9207,1.7777,2.0948,1.8534,1.0573,1.9422,1.958,1.8516,2.0765,1.1647,1.7187,1.9576,1.3892,1.8711,2.0366,2.2272,1.4824,1.564,1.9285,2.0286
1.9148,1.7661,2.085,1.853,1.0737,1.9424,1.9577,1.845,2.0802,1.1729,1.7069,1.9572,1.3955,1.8689,2.0549,2.2274,1.4707,1.5607,1.9294,2.0328
1.9259,1.7734,2.0998,1.8649,1.0752,1.9524,1.963,1.861,2.0878,1.1732,1.7142,1.9641,1.392,1.8741,2.0532,2.2368,1.4679,1.5678,1.9377,2.0477
1.934,1.7772,2.0993,1.8653,1.07,1.9609,1.9613,1.8646,2.0922,1.1827,1.7187,1.9609,1.3948,1.8755,2.0564,2.2384,1.4738,1.5719,1.9428,2.0502
1.9287,1.7713,2.1067,1.8615,1.0622,1.9661,1.9583,1.8533,2.1032,1.1824,1.708,1.9487,1.3881,1.8798,2.0548,2.2361,1.4637,1.5688,1.9399,2.0449
1.9341,1.7631,2.1052,1.8648,1.0546,1.9685,1.963,1.8626,2.127,1.1855,1.7134,1.9574,1.3861,1.888,2.0543,2.2372,1.4682,1.5798,1.9457,2.0471
1.9295,1.768,2.1024,1.8618,1.0781,1.9652,1.9626,1.8588,2.1278,1.2019,1.7106,1.9518,1.4009,1.8845,2.0621,2.2397,1.4571,1.5782,1.9449,2.0468
1.9357,1.766,2.1066,1.8634,1.0835,1.9649,1.9642,1.8617,2.1256,1.2049,1.706,1.9268,1.4038,1.8884,2.0695,2.244,1.4634,1.5794,1.9481,2.0392
1.9466,1.7787,2.1213,1.8665,1.0803,1.9745,1.9683,1.8738,2.1402,1.2014,1.7029,1.9383,1.4087,1.8832,2.0693,2.2514,1.4765,1.5839,1.9582,2.0508
1.9561,1.7875,2.127,1.8688,1.0515,1.9785,1.9663,1.8769,2.1495,1.2041,1.7007,1.9439,1.4136,1.8887,2.0654,2.2502,1.4802,1.5912,1.9655,2.0556
1.9535,1.7924,2.1286,1.8716,1.0394,1.9813,1.9672,1.8704,2.1413,1.2098,1.7048,1.9486,1.4236,1.8906,2.0637,2.2647,1.4796,1.5914,1.9642,2.0514
1.9553,1.7943,2.1296,1.8736,1.0212,1.9842,1.9665,1.8691,2.1375,1.209,1.7058,1.9526,1.4259,1.8889,2.065,2.2685,1.4776,1.5843,1.9689,2.0484
1.9398,1.7941,2.1323,1.8768,1.0099,1.9832,1.9716,1.8705,2.1368,1.2011,1.7104,1.9553,1.42,1.8926,2.0664,2.2655,1.4787,1.5891,1.967,2.0485
1.9421,1.7924,2.1332,1.8819,1.0004,1.9825,1.9689,1.8709,2.138,1.1934,1.7105,1.9543,1.416,1.8939,2.0652,2.2631,1.4789,1.5896,1.9677,2.0479
1.9365,1.7912,2.1299,1.8835,1.0009,1.984,1.9678,1.8719,2.1361,1.1923,1.7145,1.9455,1.4198,1.8943,2.0716,2.2589,1.4764,1.5888,1.9674,2.0424
1.9359,1.785,2.1212,1.8809,1.0253,1.9815,1.966,1.8649,2.1383,1.1858,1.7155,1.9423,1.4239,1.8896,2.0797,2.2548,1.4698,1.587,1.9664,2.043
1.9436,1.7911,2.126,1.884,1.031,1.9901,1.9704,1.8773,2.142,1.1775,1.6882,1.9453,1.4237,1.8912,2.0797,2.262,1.472,1.5936,1.9675,2.047
1.9452,1.7939,2.1269,1.8843,1.0191,1.9868,1.9689,1.8745,2.1427,1.1732,1.685,1.9414,1.425,1.8919,2.0859,2.2623,1.4754,1.5893,1.9674,2.0465
1.9478,1.7883,2.1275,1.8828,1.0187,1.991,1.9687,1.8763,2.1386,1.1787,1.6874,1.9387,1.4246,1.8909,2.0823,2.2637,1.4757,1.5916,1.9648,2.0463
1.9465,1.7828,2.1307,1.8863,1.0204,1.9925,1.9731,1.8828,2.1377,1.1767,1.6901,1.9376,1.428,1.8972,2.0834,2.2677,1.4728,1.5965,1.9654,2.0458
1.9481,1.7871,2.1306,1.885,1.0187,1.9864,1.9707,1.8798,2.1311,1.1749,1.6869,1.9362,1.4283,1.893,2.0827,2.2591,1.47,1.5952,1.9563,2.043
1.9483,1.7927,2.1332,1.8874,1.0228,1.9857,1.9738,1.8814,2.1287,1.1746,1.6868,1.942,1.4366,1.892,2.0854,2.2606,1.4695,1.5971,1.954,2.0434
1.9469,1.7923,2.1322,1.8888,1.0187,1.9868,1.9732,1.8824,2.1256,1.1703,1.6848,1.9422,1.4344,1.8925,2.083,2.258,1.4686,1.5993,1.9501,2.0419
1.953,1.8008,2.1388,1.8876,1.0253,1.993,1.976,1.8831,2.1251,1.1708,1.6896,1.9467,1.4334,1.8972,2.0865,2.2627,1.4711,1.6063,1.9528,2.0469
1.9475,1.7987,2.1362,1.8873,1.0145,1.9892,1.9759,1.8821,2.1233,1.1717,1.6887,1.947,1.4334,1.9003,2.085,2.26,1.472,1.6039,1.9561,2.0428
1.9456,1.7959,2.136,1.8864,1.0116,1.9944,1.9755,1.8713,2.1264,1.1676,1.6874,1.947,1.4301,1.9004,2.0805,2.2569,1.4713,1.5993,1.9564,2.043
1.9447,1.7959,2.1327,1.8859,1.0017,1.9918,1.9752,1.8729,2.1307,1.1667,1.6867,1.9484,1.4267,1.8991,2.078,2.2576,1.47,1.5975,1.9573,2.0426
1.9431,1.7931,2.1286,1.8838,0.99388,1.9844,1.9738,1.8684,2.1262,1.1744,1.684,1.9472,1.4262,1.8966,2.0779,2.2526,1.4663,1.5943,1.955,2.0379
1.9413,1.7856,2.128,1.883,0.9952,1.9813,1.9727,1.865,2.1248,1.1708,1.6836,1.9427,1.4255,1.8966,2.0795,2.2502,1.4672,1.594,1.9549,2.0353
1.9377,1.7843,2.1278,1.8806,0.989,1.9821,1.9737,1.8597,2.1256,1.1807,1.6832,1.9376,1.4234,1.8994,2.0737,2.2449,1.4657,1.5926,1.9552,2.0347
1.9319,1.7854,2.1267,1.8795,0.98318,1.9854,1.9675,1.8631,2.1209,1.209,1.6785,1.9308,1.4173,1.8998,2.0634,2.2454,1.4723,1.5907,1.9546,2.0302
1.9297,1.7818,2.1248,1.8834,0.97727,1.9859,1.971,1.8585,2.1219,1.213,1.6795,1.9339,1.4165,1.9023,2.0688,2.2417,1.473,1.5924,1.9578,2.0314
1.9201,1.7747,2.1105,1.8796,0.97451,1.9735,1.964,1.8492,2.1231,1.206,1.6705,1.9277,1.4143,1.8945,2.0676,2.2345,1.4642,1.5823,1.9484,2.0226
1.9223,1.7722,2.098,1.8823,0.96802,1.9756,1.9689,1.8483,2.1194,1.2009,1.6723,1.93,1.4094,1.8987,2.0716,2.2396,1.4657,1.5842,1.9517,2.0263
1.9179,1.768,2.0938,1.8842,0.96661,1.967,1.9643,1.8427,2.1165,1.2014,1.6749,1.9233,1.4101,1.9023,2.0755,2.2271,1.4657,1.5838,1.9516,2.0216
1.9159,1.7658,2.0943,1.8865,0.97681,1.9672,1.9627,1.8428,2.1137,1.2044,1.6743,1.9209,1.4191,1.9019,2.081,2.2286,1.4657,1.5835,1.9508,2.0245
1.9191,1.7683,2.0949,1.8898,0.97313,1.9622,1.968,1.843,2.1124,1.2052,1.6761,1.9194,1.42,1.9109,2.0799,2.2331,1.4714,1.5936,1.9599,2.0268
1.9262,1.7765,2.0976,1.8897,0.96755,1.9688,1.9688,1.8494,2.1161,1.209,1.6802,1.9252,1.416,1.909,2.0762,2.2378,1.481,1.5906,1.9647,2.036
1.9285,1.7761,2.1011,1.8945,0.96708,1.9694,1.9701,1.8466,2.1193,1.2101,1.6814,1.9236,1.4079,1.9148,2.0719,2.2387,1.4844,1.5966,1.9661,2.0367
1.9294,1.7758,2.1012,1.8944,0.96755,1.9685,1.975,1.8487,2.1209,1.2068,1.6799,1.9205,1.4111,1.9134,2.0743,2.2392,1.4839,1.5971,1.9661,2.0365
1.9224,1.767,2.0951,1.8917,0.97035,1.9616,1.9688,1.8412,2.1129,1.2052,1.6748,1.915,1.4098,1.904,2.077,2.2353,1.4799,1.5904,1.9593,2.0284
1.9222,1.768,2.0939,1.896,0.97635,1.9641,1.9701,1.8396,2.1089,1.2183,1.6792,1.9127,1.4113,1.9074,2.0763,2.2344,1.4802,1.5963,1.9624,2.0279
1.9227,1.7698,2.0944,1.8988,0.97909,1.9628,1.9731,1.8392,2.1106,1.2188,1.6831,1.9122,1.4113,1.9099,2.0767,2.2353,1.4794,1.596,1.9639,2.0309
1.9262,1.7786,2.0981,1.8982,0.98046,1.9588,1.9737,1.8454,2.1176,1.2175,1.6868,1.9141,1.4141,1.9074,2.0766,2.2387,1.4878,1.5931,1.9653,2.0333
1.9288,1.776,2.1174,1.8977,0.98091,1.9586,1.9775,1.8431,2.1179,1.2133,1.6838,1.916,1.4133,1.9119,2.0779,2.2441,1.4864,1.5943,1.9671,2.0355
1.9277,1.7772,2.1174,1.8972,0.97818,1.96,1.9761,1.8445,2.1194,1.2151,1.6838,1.9163,1.4125,1.9122,2.0813,2.2424,1.4886,1.5943,1.9686,2.0381
1.9252,1.7757,2.113,1.8959,0.9619,1.9622,1.9776,1.847,2.1196,1.217,1.6816,1.9147,1.4181,1.9141,2.0823,2.2383,1.4887,1.592,1.9689,2.0358
1.9226,1.7775,2.1099,1.8946,0.95617,1.966,1.9808,1.8382,2.1138,1.2191,1.6823,1.9149,1.4155,1.918,2.0803,2.2423,1.4921,1.5932,1.9716,2.0333
1.9188,1.7784,2.1092,1.8912,0.95279,1.9656,1.9779,1.841,2.1234,1.2146,1.676,1.907,1.4161,1.9157,2.0751,2.248,1.4918,1.5938,1.9698,2.0329
1.9193,1.7776,2.107,1.886,0.95665,1.9642,1.9754,1.8394,2.1136,1.2133,1.6731,1.903,1.4173,1.9142,2.0754,2.2547,1.4897,1.5938,1.9666,2.0312
1.9104,1.7719,2.1031,1.8862,0.94792,1.9641,1.9747,1.835,2.112,1.2162,1.6687,1.906,1.4205,1.9143,2.07,2.2572,1.489,1.5898,1.9663,2.0275
1.9115,1.7768,2.1039,1.8882,0.95182,1.9675,1.9766,1.8343,2.1267,1.2185,1.6682,1.9112,1.4201,1.9125,2.0682,2.2573,1.4854,1.5907,1.965,2.0286
1.9109,1.7784,2.1042,1.888,0.94939,1.9676,1.9752,1.8366,2.131,1.2191,1.6676,1.9131,1.4166,1.9137,2.0664,2.2555,1.4902,1.5911,1.9624,2.0287
1.9133,1.7812,2.1032,1.888,0.94988,1.9668,1.9719,1.8398,2.1238,1.2193,1.6682,1.9115,1.4193,1.9151,2.0647,2.2525,1.4929,1.5916,1.9628,2.0265
1.9085,1.7789,2.103,1.8872,0.94645,1.9574,1.9748,1.8399,2.1206,1.2095,1.6659,1.9116,1.4176,1.9124,2.0643,2.2502,1.4901,1.5915,1.9607,2.0269
1.9061,1.773,2.099,1.8862,0.95182,1.9544,1.9772,1.8333,2.1144,1.2138,1.6615,1.9139,1.417,1.9082,2.0682,2.2533,1.4884,1.5905,1.958,2.022
1.904,1.7776,2.0982,1.8852,0.95328,1.9548,1.9752,1.8257,2.1116,1.2127,1.6638,1.9121,1.4176,1.9046,2.0686,2.2522,1.4816,1.5879,1.959,2.0196
1.9059,1.7779,2.0968,1.8868,0.94792,1.9562,1.9727,1.8294,2.1123,1.2049,1.6584,1.9137,1.4104,1.9017,2.064,2.2517,1.4797,1.5878,1.9624,2.0221
1.9079,1.7773,2.097,1.881,0.98137,1.9551,1.9723,1.8308,2.1154,1.2143,1.6566,1.9141,1.4153,1.903,2.0684,2.2448,1.4809,1.5897,1.9613,2.024
1.9034,1.7692,2.0916,1.8785,0.98543,1.9514,1.9732,1.8217,2.1089,1.2191,1.6474,1.9111,1.4074,1.902,2.0587,2.2448,1.4751,1.5874,1.955,2.0188
1.9098,1.7686,2.0941,1.8821,0.99167,1.9544,1.9763,1.8335,2.1141,1.2167,1.6487,1.914,1.4076,1.9046,2.0574,2.2429,1.476,1.5897,1.9566,2.0244
1.9086,1.7652,2.0906,1.878,0.9619,1.9487,1.9741,1.8326,2.1141,1.2138,1.643,1.9131,1.4094,1.8973,2.0571,2.2373,1.4764,1.5838,1.9555,2.0205
1.9088,1.7653,2.0913,1.8775,0.9619,1.9492,1.9736,1.8323,2.1116,1.2193,1.6464,1.9123,1.4028,1.8967,2.0642,2.2432,1.4767,1.5839,1.9566,2.0217
1.9099,1.7709,2.0898,1.876,0.97081,1.9383,1.9734,1.8336,2.1123,1.2253,1.6417,1.9107,1.4065,1.8958,2.0654,2.2407,1.4754,1.5849,1.9581,2.0198
1.9081,1.7717,2.0897,1.8742,0.97451,1.9373,1.9701,1.8309,2.104,1.2294,1.6404,1.9096,1.404,1.8937,2.0697,2.2406,1.4686,1.5844,1.9546,2.0147
1.9149,1.7703,2.086,1.8751,0.97543,1.9334,1.9679,1.8302,2.1013,1.2284,1.6418,1.9102,1.4019,1.8977,2.0676,2.2429,1.472,1.585,1.9554,2.0135
1.9178,1.7736,2.0877,1.876,0.96047,1.9339,1.968,1.833,2.1012,1.2292,1.645,1.9132,1.3985,1.9028,2.0665,2.2476,1.4765,1.587,1.9571,2.0154
1.9131,1.7742,2.0864,1.8764,0.96095,1.9305,1.9649,1.8335,2.102,1.2333,1.6429,1.9143,1.3995,1.8966,2.0664,2.2361,1.4694,1.5849,1.9536,2.0136
1.9123,1.7766,2.0847,1.8704,0.9619,1.9293,1.9622,1.8352,2.1063,1.2274,1.6541,1.9168,1.3955,1.8896,2.0648,2.2349,1.4675,1.5785,1.9521,2.0198
1.9033,1.7729,2.0814,1.8724,0.96614,1.9315,1.9618,1.8338,2.0989,1.2292,1.6511,1.9156,1.4009,1.8929,2.0667,2.2372,1.4675,1.576,1.9534,2.018
1.9018,1.7646,2.0804,1.8694,0.92942,1.9275,1.9596,1.828,2.0991,1.2269,1.6543,1.9116,1.4028,1.8945,2.0637,2.2322,1.4673,1.5792,1.9522,2.0152
1.9031,1.7643,2.0825,1.8718,0.93095,1.9293,1.9638,1.8335,2.0765,1.2276,1.6535,1.9388,1.3929,1.8916,2.0631,2.2302,1.4685,1.5792,1.9534,2.0142
1.9005,1.7591,2.0806,1.8651,0.92891,1.9256,1.9613,1.8247,2.0729,1.2258,1.6538,1.9316,1.3779,1.8839,2.0626,2.2249,1.4645,1.5762,1.9479,2.0202
1.9012,1.7603,2.0791,1.8683,0.92583,1.9272,1.9641,1.8217,2.0766,1.2214,1.6548,1.9298,1.3722,1.8864,2.0613,2.2272,1.4661,1.5758,1.95,2.0207
1.8997,1.7604,2.0783,1.8687,0.91803,1.9268,1.9654,1.817,2.0758,1.2135,1.6594,1.9223,1.3692,1.8864,2.0576,2.2299,1.4625,1.5731,1.9516,2.0219
1.8779,1.7562,2.0724,1.8677,0.92169,1.926,1.9642,1.8165,2.0688,1.2188,1.6599,1.9214,1.3725,1.8805,2.0592,2.2585,1.4559,1.5669,1.9475,2.0154
1.8718,1.7493,2.0683,1.8606,0.91487,1.9234,1.9577,1.8171,2.0609,1.217,1.6544,1.9188,1.3729,1.873,2.0558,2.2536,1.4464,1.563,1.9418,2.0128
1.8765,1.751,2.074,1.8624,0.91645,1.9274,1.9619,1.8197,2.0656,1.2125,1.6561,1.9213,1.3701,1.8793,2.051,2.259,1.4492,1.5658,1.9412,2.0173
1.8727,1.7478,2.0716,1.8631,0.90363,1.9242,1.962,1.8156,2.0602,1.2044,1.6611,1.9181,1.3579,1.8779,2.0501,2.2572,1.4398,1.5643,1.9395,2.0178
1.8684,1.7505,2.0666,1.863,0.89487,1.9196,1.9607,1.8114,2.0636,1.2011,1.6629,1.9136,1.3596,1.8746,2.0523,2.2539,1.4406,1.5644,1.9313,2.0133
